Province/State,Observation Date,Confirmed,Daily Confirmed,Deaths,Recovered,Latitude,Longitude,Country/Region
Anhui,22-01-2020,1,1,0,0,32,117,Mainland China
Anhui,23-01-2020,9,8,0,0,32,117,Mainland China
Anhui,24-01-2020,15,6,0,0,32,117,Mainland China
Anhui,25-01-2020,39,24,0,0,32,117,Mainland China
Anhui,26-01-2020,60,21,0,0,32,117,Mainland China
Anhui,27-01-2020,70,10,0,0,32,117,Mainland China
Anhui,28-01-2020,106,36,0,0,32,117,Mainland China
Anhui,29-01-2020,152,46,0,2,32,117,Mainland China
Anhui,30-01-2020,200,48,0,2,32,117,Mainland China
Anhui,31-01-2020,237,37,0,3,32,117,Mainland China
Anhui,01-02-2020,297,60,0,5,32,117,Mainland China
Anhui,02-02-2020,340,43,0,7,32,117,Mainland China
Anhui,03-02-2020,408,68,0,14,32,117,Mainland China
Anhui,04-02-2020,480,72,0,20,32,117,Mainland China
Anhui,05-02-2020,530,50,0,23,32,117,Mainland China
Anhui,06-02-2020,591,61,0,34,32,117,Mainland China
Anhui,07-02-2020,665,74,0,47,32,117,Mainland China
Anhui,08-02-2020,733,68,0,59,32,117,Mainland China
Anhui,09-02-2020,779,46,1,72,32,117,Mainland China
Anhui,10-02-2020,830,51,3,88,32,117,Mainland China
Anhui,11-02-2020,860,30,4,105,32,117,Mainland China
Anhui,12-02-2020,889,29,4,127,32,117,Mainland China
Anhui,13-02-2020,910,21,5,157,32,117,Mainland China
Anhui,14-02-2020,934,24,6,193,32,117,Mainland China
Anhui,15-02-2020,950,16,6,221,32,117,Mainland China
Anhui,16-02-2020,962,12,6,255,32,117,Mainland China
Anhui,17-02-2020,973,11,6,280,32,117,Mainland China
Anhui,18-02-2020,982,9,6,361,32,117,Mainland China
Anhui,19-02-2020,986,4,6,413,32,117,Mainland China
Anhui,20-02-2020,987,1,6,474,32,117,Mainland China
Anhui,21-02-2020,988,1,6,539,32,117,Mainland China
Anhui,22-02-2020,989,1,6,597,32,117,Mainland China
Anhui,23-02-2020,989,0,6,637,32,117,Mainland China
Anhui,24-02-2020,989,0,6,663,32,117,Mainland China
Anhui,25-02-2020,989,0,6,712,32,117,Mainland China
Anhui,26-02-2020,989,0,6,744,32,117,Mainland China
Anhui,27-02-2020,989,0,6,792,32,117,Mainland China
Anhui,28-02-2020,990,1,6,821,32,117,Mainland China
Anhui,29-02-2020,990,0,6,868,32,117,Mainland China
Anhui,01-03-2020,990,0,6,873,32,117,Mainland China
Anhui,02-03-2020,990,0,6,917,32,117,Mainland China
Anhui,03-03-2020,990,0,6,936,32,117,Mainland China
Anhui,04-03-2020,990,0,6,956,32,117,Mainland China
Anhui,05-03-2020,990,0,6,970,32,117,Mainland China
Anhui,06-03-2020,990,0,6,979,32,117,Mainland China
Anhui,07-03-2020,990,0,6,979,32,117,Mainland China
Anhui,08-03-2020,990,0,6,984,32,117,Mainland China
Anhui,09-03-2020,990,0,6,984,32,117,Mainland China
Anhui,10-03-2020,990,0,6,984,32,117,Mainland China
Anhui,11-03-2020,990,0,6,984,32,117,Mainland China
Anhui,12-03-2020,990,0,6,984,32,117,Mainland China
Anhui,13-03-2020,990,0,6,984,32,117,Mainland China
Anhui,14-03-2020,990,0,6,984,32,117,Mainland China
Anhui,15-03-2020,990,0,6,984,32,117,Mainland China
Beijing,22-01-2020,14,14,0,0,39.906217,116.3912757,Mainland China
Beijing,23-01-2020,22,8,0,0,39.906217,116.3912757,Mainland China
Beijing,24-01-2020,36,14,0,1,39.906217,116.3912757,Mainland China
Beijing,25-01-2020,41,5,0,2,39.906217,116.3912757,Mainland China
Beijing,26-01-2020,68,27,0,2,39.906217,116.3912757,Mainland China
Beijing,27-01-2020,80,12,1,2,39.906217,116.3912757,Mainland China
Beijing,28-01-2020,91,11,1,4,39.906217,116.3912757,Mainland China
Beijing,29-01-2020,111,20,1,4,39.906217,116.3912757,Mainland China
Beijing,30-01-2020,114,3,1,4,39.906217,116.3912757,Mainland China
Beijing,31-01-2020,139,25,1,5,39.906217,116.3912757,Mainland China
Beijing,01-02-2020,168,29,1,9,39.906217,116.3912757,Mainland China
Beijing,02-02-2020,191,23,1,9,39.906217,116.3912757,Mainland China
Beijing,03-02-2020,212,21,1,12,39.906217,116.3912757,Mainland China
Beijing,04-02-2020,228,16,1,23,39.906217,116.3912757,Mainland China
Beijing,05-02-2020,253,25,1,24,39.906217,116.3912757,Mainland China
Beijing,06-02-2020,274,21,1,31,39.906217,116.3912757,Mainland China
Beijing,07-02-2020,297,23,1,33,39.906217,116.3912757,Mainland China
Beijing,08-02-2020,315,18,2,34,39.906217,116.3912757,Mainland China
Beijing,09-02-2020,326,11,2,37,39.906217,116.3912757,Mainland China
Beijing,10-02-2020,337,11,2,44,39.906217,116.3912757,Mainland China
Beijing,11-02-2020,342,5,3,48,39.906217,116.3912757,Mainland China
Beijing,12-02-2020,352,10,3,56,39.906217,116.3912757,Mainland China
Beijing,13-02-2020,366,14,3,69,39.906217,116.3912757,Mainland China
Beijing,14-02-2020,372,6,3,80,39.906217,116.3912757,Mainland China
Beijing,15-02-2020,375,3,4,98,39.906217,116.3912757,Mainland China
Beijing,16-02-2020,380,5,4,108,39.906217,116.3912757,Mainland China
Beijing,17-02-2020,381,1,4,114,39.906217,116.3912757,Mainland China
Beijing,18-02-2020,387,6,4,122,39.906217,116.3912757,Mainland China
Beijing,19-02-2020,393,6,4,145,39.906217,116.3912757,Mainland China
Beijing,20-02-2020,395,2,4,153,39.906217,116.3912757,Mainland China
Beijing,21-02-2020,396,1,4,169,39.906217,116.3912757,Mainland China
Beijing,22-02-2020,399,3,4,178,39.906217,116.3912757,Mainland China
Beijing,23-02-2020,399,0,4,189,39.906217,116.3912757,Mainland China
Beijing,24-02-2020,399,0,4,198,39.906217,116.3912757,Mainland China
Beijing,25-02-2020,400,1,4,215,39.906217,116.3912757,Mainland China
Beijing,26-02-2020,400,0,4,235,39.906217,116.3912757,Mainland China
Beijing,27-02-2020,410,10,5,248,39.906217,116.3912757,Mainland China
Beijing,28-02-2020,410,0,7,257,39.906217,116.3912757,Mainland China
Beijing,29-02-2020,411,1,8,271,39.906217,116.3912757,Mainland China
Beijing,01-03-2020,413,2,8,276,39.906217,116.3912757,Mainland China
Beijing,02-03-2020,414,1,8,282,39.906217,116.3912757,Mainland China
Beijing,03-03-2020,414,0,8,288,39.906217,116.3912757,Mainland China
Beijing,04-03-2020,418,4,8,297,39.906217,116.3912757,Mainland China
Beijing,05-03-2020,418,0,8,297,39.906217,116.3912757,Mainland China
Beijing,06-03-2020,422,4,8,299,39.906217,116.3912757,Mainland China
Beijing,07-03-2020,426,4,8,303,39.906217,116.3912757,Mainland China
Beijing,08-03-2020,428,2,8,308,39.906217,116.3912757,Mainland China
Beijing,09-03-2020,428,0,8,315,39.906217,116.3912757,Mainland China
Beijing,10-03-2020,429,1,8,320,39.906217,116.3912757,Mainland China
Beijing,11-03-2020,435,6,8,326,39.906217,116.3912757,Mainland China
Beijing,12-03-2020,435,0,8,334,39.906217,116.3912757,Mainland China
Beijing,13-03-2020,436,1,8,342,39.906217,116.3912757,Mainland China
Beijing,14-03-2020,437,1,8,349,39.906217,116.3912757,Mainland China
Beijing,15-03-2020,442,5,8,353,39.906217,116.3912757,Mainland China
Chongqing,22-01-2020,6,6,0,0,29.5585712,106.5492822,Mainland China
Chongqing,23-01-2020,9,3,0,0,29.5585712,106.5492822,Mainland China
Chongqing,24-01-2020,27,18,0,0,29.5585712,106.5492822,Mainland China
Chongqing,25-01-2020,57,30,0,0,29.5585712,106.5492822,Mainland China
Chongqing,26-01-2020,75,18,0,0,29.5585712,106.5492822,Mainland China
Chongqing,27-01-2020,110,35,0,0,29.5585712,106.5492822,Mainland China
Chongqing,28-01-2020,132,22,0,0,29.5585712,106.5492822,Mainland China
Chongqing,29-01-2020,147,15,0,1,29.5585712,106.5492822,Mainland China
Chongqing,30-01-2020,182,35,0,1,29.5585712,106.5492822,Mainland China
Chongqing,31-01-2020,211,29,0,1,29.5585712,106.5492822,Mainland China
Chongqing,01-02-2020,247,36,1,3,29.5585712,106.5492822,Mainland China
Chongqing,02-02-2020,300,53,2,7,29.5585712,106.5492822,Mainland China
Chongqing,03-02-2020,337,37,2,9,29.5585712,106.5492822,Mainland China
Chongqing,04-02-2020,366,29,2,9,29.5585712,106.5492822,Mainland China
Chongqing,05-02-2020,389,23,2,15,29.5585712,106.5492822,Mainland China
Chongqing,06-02-2020,411,22,2,24,29.5585712,106.5492822,Mainland China
Chongqing,07-02-2020,426,15,2,31,29.5585712,106.5492822,Mainland China
Chongqing,08-02-2020,428,2,2,39,29.5585712,106.5492822,Mainland China
Chongqing,09-02-2020,468,40,2,51,29.5585712,106.5492822,Mainland China
Chongqing,10-02-2020,486,18,2,66,29.5585712,106.5492822,Mainland China
Chongqing,11-02-2020,505,19,3,79,29.5585712,106.5492822,Mainland China
Chongqing,12-02-2020,518,13,3,102,29.5585712,106.5492822,Mainland China
Chongqing,13-02-2020,529,11,4,128,29.5585712,106.5492822,Mainland China
Chongqing,14-02-2020,537,8,5,152,29.5585712,106.5492822,Mainland China
Chongqing,15-02-2020,544,7,5,184,29.5585712,106.5492822,Mainland China
Chongqing,16-02-2020,551,7,5,207,29.5585712,106.5492822,Mainland China
Chongqing,17-02-2020,553,2,5,225,29.5585712,106.5492822,Mainland China
Chongqing,18-02-2020,555,2,5,254,29.5585712,106.5492822,Mainland China
Chongqing,19-02-2020,560,5,5,274,29.5585712,106.5492822,Mainland China
Chongqing,20-02-2020,567,7,6,299,29.5585712,106.5492822,Mainland China
Chongqing,21-02-2020,572,5,6,316,29.5585712,106.5492822,Mainland China
Chongqing,22-02-2020,573,1,6,328,29.5585712,106.5492822,Mainland China
Chongqing,23-02-2020,575,2,6,335,29.5585712,106.5492822,Mainland China
Chongqing,24-02-2020,576,1,6,349,29.5585712,106.5492822,Mainland China
Chongqing,25-02-2020,576,0,6,372,29.5585712,106.5492822,Mainland China
Chongqing,26-02-2020,576,0,6,384,29.5585712,106.5492822,Mainland China
Chongqing,27-02-2020,576,0,6,401,29.5585712,106.5492822,Mainland China
Chongqing,28-02-2020,576,0,6,422,29.5585712,106.5492822,Mainland China
Chongqing,29-02-2020,576,0,6,438,29.5585712,106.5492822,Mainland China
Chongqing,01-03-2020,576,0,6,450,29.5585712,106.5492822,Mainland China
Chongqing,02-03-2020,576,0,6,469,29.5585712,106.5492822,Mainland China
Chongqing,03-03-2020,576,0,6,490,29.5585712,106.5492822,Mainland China
Chongqing,04-03-2020,576,0,6,502,29.5585712,106.5492822,Mainland China
Chongqing,05-03-2020,576,0,6,512,29.5585712,106.5492822,Mainland China
Chongqing,06-03-2020,576,0,6,513,29.5585712,106.5492822,Mainland China
Chongqing,07-03-2020,576,0,6,526,29.5585712,106.5492822,Mainland China
Chongqing,08-03-2020,576,0,6,527,29.5585712,106.5492822,Mainland China
Chongqing,09-03-2020,576,0,6,542,29.5585712,106.5492822,Mainland China
Chongqing,10-03-2020,576,0,6,547,29.5585712,106.5492822,Mainland China
Chongqing,11-03-2020,576,0,6,554,29.5585712,106.5492822,Mainland China
Chongqing,12-03-2020,576,0,6,564,29.5585712,106.5492822,Mainland China
Chongqing,13-03-2020,576,0,6,566,29.5585712,106.5492822,Mainland China
Chongqing,14-03-2020,576,0,6,569,29.5585712,106.5492822,Mainland China
Chongqing,15-03-2020,576,0,6,570,29.5585712,106.5492822,Mainland China
Fujian,22-01-2020,1,1,0,0,26.5450001,117.842778,Mainland China
Fujian,23-01-2020,5,4,0,0,26.5450001,117.842778,Mainland China
Fujian,24-01-2020,10,5,0,0,26.5450001,117.842778,Mainland China
Fujian,25-01-2020,18,8,0,0,26.5450001,117.842778,Mainland China
Fujian,26-01-2020,35,17,0,0,26.5450001,117.842778,Mainland China
Fujian,27-01-2020,59,24,0,0,26.5450001,117.842778,Mainland China
Fujian,28-01-2020,80,21,0,0,26.5450001,117.842778,Mainland China
Fujian,29-01-2020,84,4,0,0,26.5450001,117.842778,Mainland China
Fujian,30-01-2020,101,17,0,0,26.5450001,117.842778,Mainland China
Fujian,31-01-2020,120,19,0,0,26.5450001,117.842778,Mainland China
Fujian,01-02-2020,144,24,0,0,26.5450001,117.842778,Mainland China
Fujian,02-02-2020,159,15,0,0,26.5450001,117.842778,Mainland China
Fujian,03-02-2020,179,20,0,1,26.5450001,117.842778,Mainland China
Fujian,04-02-2020,194,15,0,3,26.5450001,117.842778,Mainland China
Fujian,05-02-2020,205,11,0,11,26.5450001,117.842778,Mainland China
Fujian,06-02-2020,215,10,0,14,26.5450001,117.842778,Mainland China
Fujian,07-02-2020,224,9,0,20,26.5450001,117.842778,Mainland China
Fujian,08-02-2020,239,15,0,24,26.5450001,117.842778,Mainland China
Fujian,09-02-2020,250,11,0,35,26.5450001,117.842778,Mainland China
Fujian,10-02-2020,261,11,0,39,26.5450001,117.842778,Mainland China
Fujian,11-02-2020,267,6,0,45,26.5450001,117.842778,Mainland China
Fujian,12-02-2020,272,5,0,53,26.5450001,117.842778,Mainland China
Fujian,13-02-2020,279,7,0,57,26.5450001,117.842778,Mainland China
Fujian,14-02-2020,281,2,0,63,26.5450001,117.842778,Mainland China
Fujian,15-02-2020,285,4,0,71,26.5450001,117.842778,Mainland China
Fujian,16-02-2020,287,2,0,82,26.5450001,117.842778,Mainland China
Fujian,17-02-2020,290,3,0,90,26.5450001,117.842778,Mainland China
Fujian,18-02-2020,292,2,0,93,26.5450001,117.842778,Mainland China
Fujian,19-02-2020,293,1,0,112,26.5450001,117.842778,Mainland China
Fujian,20-02-2020,293,0,1,126,26.5450001,117.842778,Mainland China
Fujian,21-02-2020,293,0,1,149,26.5450001,117.842778,Mainland China
Fujian,22-02-2020,293,0,1,162,26.5450001,117.842778,Mainland China
Fujian,23-02-2020,293,0,1,170,26.5450001,117.842778,Mainland China
Fujian,24-02-2020,293,0,1,183,26.5450001,117.842778,Mainland China
Fujian,25-02-2020,294,1,1,199,26.5450001,117.842778,Mainland China
Fujian,26-02-2020,294,0,1,218,26.5450001,117.842778,Mainland China
Fujian,27-02-2020,296,2,1,228,26.5450001,117.842778,Mainland China
Fujian,28-02-2020,296,0,1,235,26.5450001,117.842778,Mainland China
Fujian,29-02-2020,296,0,1,243,26.5450001,117.842778,Mainland China
Fujian,01-03-2020,296,0,1,247,26.5450001,117.842778,Mainland China
Fujian,02-03-2020,296,0,1,255,26.5450001,117.842778,Mainland China
Fujian,03-03-2020,296,0,1,260,26.5450001,117.842778,Mainland China
Fujian,04-03-2020,296,0,1,270,26.5450001,117.842778,Mainland China
Fujian,05-03-2020,296,0,1,277,26.5450001,117.842778,Mainland China
Fujian,06-03-2020,296,0,1,284,26.5450001,117.842778,Mainland China
Fujian,07-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,08-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,09-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,10-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,11-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,12-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,13-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,14-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Fujian,15-03-2020,296,0,1,295,26.5450001,117.842778,Mainland China
Gansu,22-01-2020,0,0,0,0,38.0000001,101.9999999,Mainland China
Gansu,23-01-2020,2,2,0,0,38.0000001,101.9999999,Mainland China
Gansu,24-01-2020,2,0,0,0,38.0000001,101.9999999,Mainland China
Gansu,25-01-2020,4,2,0,0,38.0000001,101.9999999,Mainland China
Gansu,26-01-2020,7,3,0,0,38.0000001,101.9999999,Mainland China
Gansu,27-01-2020,14,7,0,0,38.0000001,101.9999999,Mainland China
Gansu,28-01-2020,19,5,0,0,38.0000001,101.9999999,Mainland China
Gansu,29-01-2020,24,5,0,0,38.0000001,101.9999999,Mainland China
Gansu,30-01-2020,26,2,0,0,38.0000001,101.9999999,Mainland China
Gansu,31-01-2020,29,3,0,0,38.0000001,101.9999999,Mainland China
Gansu,01-02-2020,40,11,0,0,38.0000001,101.9999999,Mainland China
Gansu,02-02-2020,51,11,0,3,38.0000001,101.9999999,Mainland China
Gansu,03-02-2020,55,4,0,3,38.0000001,101.9999999,Mainland China
Gansu,04-02-2020,57,2,0,4,38.0000001,101.9999999,Mainland China
Gansu,05-02-2020,62,5,0,6,38.0000001,101.9999999,Mainland China
Gansu,06-02-2020,62,0,0,6,38.0000001,101.9999999,Mainland China
Gansu,07-02-2020,67,5,0,9,38.0000001,101.9999999,Mainland China
Gansu,08-02-2020,79,12,1,12,38.0000001,101.9999999,Mainland China
Gansu,09-02-2020,83,4,2,16,38.0000001,101.9999999,Mainland China
Gansu,10-02-2020,83,0,2,17,38.0000001,101.9999999,Mainland China
Gansu,11-02-2020,86,3,2,24,38.0000001,101.9999999,Mainland China
Gansu,12-02-2020,87,1,2,31,38.0000001,101.9999999,Mainland China
Gansu,13-02-2020,90,3,2,39,38.0000001,101.9999999,Mainland China
Gansu,14-02-2020,90,0,2,39,38.0000001,101.9999999,Mainland China
Gansu,15-02-2020,90,0,2,49,38.0000001,101.9999999,Mainland China
Gansu,16-02-2020,90,0,2,54,38.0000001,101.9999999,Mainland China
Gansu,17-02-2020,91,1,2,58,38.0000001,101.9999999,Mainland China
Gansu,18-02-2020,91,0,2,62,38.0000001,101.9999999,Mainland China
Gansu,19-02-2020,91,0,2,65,38.0000001,101.9999999,Mainland China
Gansu,20-02-2020,91,0,2,71,38.0000001,101.9999999,Mainland China
Gansu,21-02-2020,91,0,2,76,38.0000001,101.9999999,Mainland China
Gansu,22-02-2020,91,0,2,76,38.0000001,101.9999999,Mainland China
Gansu,23-02-2020,91,0,2,78,38.0000001,101.9999999,Mainland China
Gansu,24-02-2020,91,0,2,80,38.0000001,101.9999999,Mainland China
Gansu,25-02-2020,91,0,2,80,38.0000001,101.9999999,Mainland China
Gansu,26-02-2020,91,0,2,81,38.0000001,101.9999999,Mainland China
Gansu,27-02-2020,91,0,2,81,38.0000001,101.9999999,Mainland China
Gansu,28-02-2020,91,0,2,82,38.0000001,101.9999999,Mainland China
Gansu,29-02-2020,91,0,2,82,38.0000001,101.9999999,Mainland China
Gansu,01-03-2020,91,0,2,84,38.0000001,101.9999999,Mainland China
Gansu,02-03-2020,91,0,2,85,38.0000001,101.9999999,Mainland China
Gansu,03-03-2020,91,0,2,86,38.0000001,101.9999999,Mainland China
Gansu,04-03-2020,91,0,2,87,38.0000001,101.9999999,Mainland China
Gansu,05-03-2020,102,11,2,87,38.0000001,101.9999999,Mainland China
Gansu,06-03-2020,119,17,2,87,38.0000001,101.9999999,Mainland China
Gansu,07-03-2020,120,1,2,87,38.0000001,101.9999999,Mainland China
Gansu,08-03-2020,124,4,2,87,38.0000001,101.9999999,Mainland China
Gansu,09-03-2020,124,0,2,88,38.0000001,101.9999999,Mainland China
Gansu,10-03-2020,125,1,2,88,38.0000001,101.9999999,Mainland China
Gansu,11-03-2020,127,2,2,88,38.0000001,101.9999999,Mainland China
Gansu,12-03-2020,127,0,2,88,38.0000001,101.9999999,Mainland China
Gansu,13-03-2020,127,0,2,88,38.0000001,101.9999999,Mainland China
Gansu,14-03-2020,129,2,2,89,38.0000001,101.9999999,Mainland China
Gansu,15-03-2020,133,4,2,91,38.0000001,101.9999999,Mainland China
Guangdong,22-01-2020,26,26,0,0,23.1357694,113.1982688,Mainland China
Guangdong,23-01-2020,32,6,0,2,23.1357694,113.1982688,Mainland China
Guangdong,24-01-2020,53,21,0,2,23.1357694,113.1982688,Mainland China
Guangdong,25-01-2020,78,25,0,2,23.1357694,113.1982688,Mainland China
Guangdong,26-01-2020,111,33,0,2,23.1357694,113.1982688,Mainland China
Guangdong,27-01-2020,151,40,0,4,23.1357694,113.1982688,Mainland China
Guangdong,28-01-2020,207,56,0,4,23.1357694,113.1982688,Mainland China
Guangdong,29-01-2020,277,70,0,5,23.1357694,113.1982688,Mainland China
Guangdong,30-01-2020,354,77,0,10,23.1357694,113.1982688,Mainland China
Guangdong,31-01-2020,436,82,0,11,23.1357694,113.1982688,Mainland China
Guangdong,01-02-2020,535,99,0,14,23.1357694,113.1982688,Mainland China
Guangdong,02-02-2020,632,97,0,15,23.1357694,113.1982688,Mainland China
Guangdong,03-02-2020,725,93,0,21,23.1357694,113.1982688,Mainland China
Guangdong,04-02-2020,813,88,0,30,23.1357694,113.1982688,Mainland China
Guangdong,05-02-2020,895,82,0,49,23.1357694,113.1982688,Mainland China
Guangdong,06-02-2020,970,75,0,69,23.1357694,113.1982688,Mainland China
Guangdong,07-02-2020,1034,64,1,88,23.1357694,113.1982688,Mainland China
Guangdong,08-02-2020,1095,61,1,112,23.1357694,113.1982688,Mainland China
Guangdong,09-02-2020,1131,36,1,141,23.1357694,113.1982688,Mainland China
Guangdong,10-02-2020,1159,28,1,167,23.1357694,113.1982688,Mainland China
Guangdong,11-02-2020,1177,18,1,212,23.1357694,113.1982688,Mainland China
Guangdong,12-02-2020,1219,42,1,275,23.1357694,113.1982688,Mainland China
Guangdong,13-02-2020,1241,22,2,314,23.1357694,113.1982688,Mainland China
Guangdong,14-02-2020,1261,20,2,362,23.1357694,113.1982688,Mainland China
Guangdong,15-02-2020,1294,33,2,410,23.1357694,113.1982688,Mainland China
Guangdong,16-02-2020,1316,22,2,465,23.1357694,113.1982688,Mainland China
Guangdong,17-02-2020,1322,6,4,524,23.1357694,113.1982688,Mainland China
Guangdong,18-02-2020,1328,6,4,565,23.1357694,113.1982688,Mainland China
Guangdong,19-02-2020,1331,3,5,606,23.1357694,113.1982688,Mainland China
Guangdong,20-02-2020,1332,1,5,642,23.1357694,113.1982688,Mainland China
Guangdong,21-02-2020,1333,1,5,690,23.1357694,113.1982688,Mainland China
Guangdong,22-02-2020,1339,6,5,728,23.1357694,113.1982688,Mainland China
Guangdong,23-02-2020,1342,3,6,755,23.1357694,113.1982688,Mainland China
Guangdong,24-02-2020,1345,3,6,786,23.1357694,113.1982688,Mainland China
Guangdong,25-02-2020,1347,2,7,822,23.1357694,113.1982688,Mainland China
Guangdong,26-02-2020,1347,0,7,851,23.1357694,113.1982688,Mainland China
Guangdong,27-02-2020,1347,0,7,890,23.1357694,113.1982688,Mainland China
Guangdong,28-02-2020,1348,1,7,935,23.1357694,113.1982688,Mainland China
Guangdong,29-02-2020,1349,1,7,983,23.1357694,113.1982688,Mainland China
Guangdong,01-03-2020,1349,0,7,1016,23.1357694,113.1982688,Mainland China
Guangdong,02-03-2020,1350,1,7,1059,23.1357694,113.1982688,Mainland China
Guangdong,03-03-2020,1350,0,7,1101,23.1357694,113.1982688,Mainland China
Guangdong,04-03-2020,1350,0,7,1133,23.1357694,113.1982688,Mainland China
Guangdong,05-03-2020,1351,1,7,1181,23.1357694,113.1982688,Mainland China
Guangdong,06-03-2020,1352,1,7,1216,23.1357694,113.1982688,Mainland China
Guangdong,07-03-2020,1352,0,7,1237,23.1357694,113.1982688,Mainland China
Guangdong,08-03-2020,1352,0,7,1256,23.1357694,113.1982688,Mainland China
Guangdong,09-03-2020,1352,0,8,1260,23.1357694,113.1982688,Mainland China
Guangdong,10-03-2020,1353,1,8,1274,23.1357694,113.1982688,Mainland China
Guangdong,11-03-2020,1356,3,8,1282,23.1357694,113.1982688,Mainland China
Guangdong,12-03-2020,1356,0,8,1289,23.1357694,113.1982688,Mainland China
Guangdong,13-03-2020,1356,0,8,1296,23.1357694,113.1982688,Mainland China
Guangdong,14-03-2020,1356,0,8,1299,23.1357694,113.1982688,Mainland China
Guangdong,15-03-2020,1360,4,8,1304,23.1357694,113.1982688,Mainland China
Guangxi,22-01-2020,2,2,0,0,24,109,Mainland China
Guangxi,23-01-2020,5,3,0,0,24,109,Mainland China
Guangxi,24-01-2020,23,18,0,0,24,109,Mainland China
Guangxi,25-01-2020,23,0,0,0,24,109,Mainland China
Guangxi,26-01-2020,36,13,0,0,24,109,Mainland China
Guangxi,27-01-2020,46,10,0,0,24,109,Mainland China
Guangxi,28-01-2020,51,5,0,2,24,109,Mainland China
Guangxi,29-01-2020,58,7,0,2,24,109,Mainland China
Guangxi,30-01-2020,78,20,0,2,24,109,Mainland China
Guangxi,31-01-2020,87,9,0,2,24,109,Mainland China
Guangxi,01-02-2020,100,13,0,2,24,109,Mainland China
Guangxi,02-02-2020,111,11,0,2,24,109,Mainland China
Guangxi,03-02-2020,127,16,0,7,24,109,Mainland China
Guangxi,04-02-2020,139,12,0,10,24,109,Mainland China
Guangxi,05-02-2020,150,11,0,13,24,109,Mainland China
Guangxi,06-02-2020,168,18,0,14,24,109,Mainland China
Guangxi,07-02-2020,172,4,0,17,24,109,Mainland China
Guangxi,08-02-2020,183,11,0,17,24,109,Mainland China
Guangxi,09-02-2020,195,12,1,18,24,109,Mainland China
Guangxi,10-02-2020,210,15,1,24,24,109,Mainland China
Guangxi,11-02-2020,215,5,1,33,24,109,Mainland China
Guangxi,12-02-2020,222,7,1,32,24,109,Mainland China
Guangxi,13-02-2020,222,0,2,33,24,109,Mainland China
Guangxi,14-02-2020,226,4,2,36,24,109,Mainland China
Guangxi,15-02-2020,235,9,2,44,24,109,Mainland China
Guangxi,16-02-2020,237,2,2,49,24,109,Mainland China
Guangxi,17-02-2020,238,1,2,53,24,109,Mainland China
Guangxi,18-02-2020,242,4,2,69,24,109,Mainland China
Guangxi,19-02-2020,244,2,2,86,24,109,Mainland China
Guangxi,20-02-2020,245,1,2,90,24,109,Mainland China
Guangxi,21-02-2020,246,1,2,97,24,109,Mainland China
Guangxi,22-02-2020,249,3,2,104,24,109,Mainland China
Guangxi,23-02-2020,249,0,2,106,24,109,Mainland China
Guangxi,24-02-2020,251,2,2,112,24,109,Mainland China
Guangxi,25-02-2020,252,1,2,134,24,109,Mainland China
Guangxi,26-02-2020,252,0,2,147,24,109,Mainland China
Guangxi,27-02-2020,252,0,2,161,24,109,Mainland China
Guangxi,28-02-2020,252,0,2,168,24,109,Mainland China
Guangxi,29-02-2020,252,0,2,176,24,109,Mainland China
Guangxi,01-03-2020,252,0,2,181,24,109,Mainland China
Guangxi,02-03-2020,252,0,2,192,24,109,Mainland China
Guangxi,03-03-2020,252,0,2,202,24,109,Mainland China
Guangxi,04-03-2020,252,0,2,210,24,109,Mainland China
Guangxi,05-03-2020,252,0,2,214,24,109,Mainland China
Guangxi,06-03-2020,252,0,2,217,24,109,Mainland China
Guangxi,07-03-2020,252,0,2,218,24,109,Mainland China
Guangxi,08-03-2020,252,0,2,223,24,109,Mainland China
Guangxi,09-03-2020,252,0,2,230,24,109,Mainland China
Guangxi,10-03-2020,252,0,2,234,24,109,Mainland China
Guangxi,11-03-2020,252,0,2,238,24,109,Mainland China
Guangxi,12-03-2020,252,0,2,241,24,109,Mainland China
Guangxi,13-03-2020,252,0,2,243,24,109,Mainland China
Guangxi,14-03-2020,252,0,2,243,24,109,Mainland China
Guangxi,15-03-2020,252,0,2,243,24,109,Mainland China
Guizhou,22-01-2020,1,1,0,0,27,107,Mainland China
Guizhou,23-01-2020,3,2,0,0,27,107,Mainland China
Guizhou,24-01-2020,3,0,0,0,27,107,Mainland China
Guizhou,25-01-2020,4,1,0,0,27,107,Mainland China
Guizhou,26-01-2020,5,1,0,0,27,107,Mainland China
Guizhou,27-01-2020,7,2,0,0,27,107,Mainland China
Guizhou,28-01-2020,9,2,0,0,27,107,Mainland China
Guizhou,29-01-2020,9,0,0,1,27,107,Mainland China
Guizhou,30-01-2020,12,3,0,1,27,107,Mainland China
Guizhou,31-01-2020,29,17,0,2,27,107,Mainland China
Guizhou,01-02-2020,29,0,0,2,27,107,Mainland China
